ensembl	gene_name	entrez
ENSG00000103145	HCFC1R1	54985.0
ENSG00000103148	NPRL3	8131.0
ENSG00000103150	MLYCD	23417.0
ENSG00000103152	MPG	4350.0
ENSG00000103154	NECAB2	54550.0
ENSG00000103160	HSDL1	83693.0
ENSG00000103168	TAF1C	9013.0
ENSG00000103174	NAGPA	51172.0
ENSG00000103175	WFDC1	58189.0
ENSG00000103184	SEC14L5	9717.0
ENSG00000103187	COTL1	23406.0
ENSG00000103194	USP10	9100.0
ENSG00000103196	CRISPLD2	83716.0
ENSG00000103197	TSC2	7249.0
ENSG00000103202	NME4	4833.0
ENSG00000103222	ABCC1	4363.0
ENSG00000103226	NOMO3	408050.0
ENSG00000103227	LMF1	64788.0
ENSG00000103241	FOXF1	2294.0
ENSG00000103245	CIAO3	64428.0
ENSG00000103248	MTHFSD	64779.0
ENSG00000103249	CLCN7	1186.0
ENSG00000103254	ANTKMT	65990.0
ENSG00000103257	SLC7A5	8140.0
ENSG00000103264	FBXO31	79791.0
ENSG00000103266	STUB1	10273.0
ENSG00000103269	RHBDL1	9028.0
ENSG00000103274	NUBP1	4682.0
ENSG00000103275	UBE2I	7329.0
ENSG00000103310	ZP2	7783.0
ENSG00000103313	MEFV	4210.0
ENSG00000103316	CRYM	1428.0
ENSG00000103319	EEF2K	29904.0
ENSG00000103326	CAPN15	6650.0
ENSG00000103335	PIEZO1	9780.0
ENSG00000103342	GSPT1	2935.0
ENSG00000103343	ZNF174	7727.0
ENSG00000103351	CLUAP1	23059.0
ENSG00000103353	UBFD1	56061.0
ENSG00000103355	PRSS33	260429.0
ENSG00000103356	EARS2	124454.0
ENSG00000103363	ELOB	6923.0
ENSG00000103365	GGA2	23062.0
ENSG00000103375	AQP8	343.0
ENSG00000103381	CPPED1	55313.0
ENSG00000103404	USP31	57478.0
ENSG00000103415	HMOX2	3163.0
ENSG00000103423	DNAJA3	9093.0
ENSG00000103429	BFAR	51283.0
ENSG00000103449	SALL1	6299.0
ENSG00000103460	TOX3	27324.0
ENSG00000103479	RBL2	5934.0
ENSG00000103485	QPRT	23475.0
ENSG00000103489	XYLT1	64131.0
ENSG00000103490	PYCARD	29108.0
ENSG00000103494	RPGRIP1L	23322.0
ENSG00000103495	MAZ	4150.0
ENSG00000103496	STX4	6810.0
ENSG00000103502	CDIPT	10423.0
ENSG00000103507	BCKDK	10295.0
ENSG00000103510	KAT8	84148.0
ENSG00000103512	NOMO1	23420.0
ENSG00000103522	IL21R	50615.0
ENSG00000103528	SYT17	51760.0
ENSG00000103534	TMC5	79838.0
ENSG00000103540	CCP110	9738.0
ENSG00000103544	VPS35L	57020.0
ENSG00000103546	SLC6A2	6530.0
ENSG00000103549	RNF40	9810.0
ENSG00000103550	KNOP1	400506.0
ENSG00000103569	AQP9	366.0
ENSG00000103591	AAGAB	79719.0
ENSG00000103599	IQCH	64799.0
ENSG00000103642	LACTB	114294.0
ENSG00000103647	CORO2B	10391.0
ENSG00000103653	CSK	1445.0
ENSG00000103657	HERC1	8925.0
ENSG00000103671	TRIP4	9325.0
ENSG00000103707	MTFMT	123263.0
ENSG00000103710	RASL12	51285.0
ENSG00000103723	AP3B2	8120.0
ENSG00000103740	ACSBG1	23205.0
ENSG00000103742	IGDCC4	57722.0
ENSG00000103769	RAB11A	8766.0
ENSG00000103811	CTSH	1512.0
ENSG00000103852	TTC23	64927.0
ENSG00000103855	CD276	80381.0
ENSG00000103876	FAH	2184.0
ENSG00000103888	CEMIP	57214.0
ENSG00000103932	RPAP1	26015.0
ENSG00000103942	HOMER2	9455.0
ENSG00000103966	EHD4	30844.0
ENSG00000103978	TMEM87A	25963.0
ENSG00000103994	ZNF106	64397.0
ENSG00000103995	CEP152	22995.0
ENSG00000104043	ATP8B4	79895.0
ENSG00000104044	OCA2	4948.0
ENSG00000104047	DTWD1	56986.0
ENSG00000104055	TGM5	9333.0
ENSG00000104059	ENTREP2	23359.0
ENSG00000104064	GABPB1	2553.0
ENSG00000104067	TJP1	7082.0
ENSG00000104081	BMF	90427.0
ENSG00000104093	DMXL2	23312.0
ENSG00000104112	SCG3	29106.0
ENSG00000104129	DNAJC17	55192.0
ENSG00000104131	EIF3J	8669.0
ENSG00000104133	SPG11	80208.0
ENSG00000104140	RHOV	171177.0
ENSG00000104142	VPS18	57617.0
ENSG00000104147	OIP5	11339.0
ENSG00000104154	SLC30A4	7782.0
ENSG00000104164	BLOC1S6	26258.0
ENSG00000104177	MYEF2	50804.0
ENSG00000104205	SGK3	23678.0
ENSG00000104213	PDGFRL	5157.0
ENSG00000104218	CSPP1	79848.0
ENSG00000104219	ZDHHC2	51201.0
ENSG00000104221	BRF2	55290.0
ENSG00000104228	TRIM35	23087.0
ENSG00000104231	ZFAND1	79752.0
ENSG00000104237	RP1	6101.0
ENSG00000104267	CA2	760.0
ENSG00000104290	FZD3	7976.0
ENSG00000104299	INTS9	55756.0
ENSG00000104312	RIPK2	8767.0
ENSG00000104313	EYA1	2138.0
ENSG00000104320	NBN	4683.0
ENSG00000104321	TRPA1	8989.0
ENSG00000104324	CPQ	10404.0
ENSG00000104325	DECR1	1666.0
ENSG00000104327	CALB1	793.0
ENSG00000104331	BPNT2	54928.0
ENSG00000104332	SFRP1	6422.0
ENSG00000104341	LAPTM4B	55353.0
ENSG00000104343	UBE2W	55284.0
ENSG00000104356	POP1	10940.0
ENSG00000104361	NIPAL2	79815.0
ENSG00000104365	IKBKB	3551.0
ENSG00000104368	PLAT	5327.0
ENSG00000104369	JPH1	56704.0
ENSG00000104371	DKK4	27121.0
ENSG00000104375	STK3	6788.0
ENSG00000104381	GDAP1	54332.0
ENSG00000104388	RAB2A	5862.0
ENSG00000104408	EIF3E	3646.0
ENSG00000104412	EMC2	9694.0
ENSG00000104413	ESRP1	54845.0
ENSG00000104415	CCN4	8840.0
ENSG00000104419	NDRG1	10397.0
ENSG00000104427	ZC2HC1A	51101.0
ENSG00000104432	IL7	3574.0
ENSG00000104435	STMN2	11075.0
ENSG00000104442	ARMC1	55156.0
ENSG00000104447	TRPS1	7227.0
ENSG00000104450	SPAG1	6674.0
ENSG00000104472	CHRAC1	54108.0
ENSG00000104490	NCALD	83988.0
ENSG00000104497	SNX16	64089.0
ENSG00000104499	GML	2765.0
ENSG00000104517	UBR5	51366.0
ENSG00000104518	GSDMD	79792.0
ENSG00000104522	GFUS	7264.0
ENSG00000104524	PYCR3	65263.0
ENSG00000104529	EEF1D	1936.0
ENSG00000104537	ANXA13	312.0
ENSG00000104549	SQLE	6713.0
ENSG00000104611	SH2D4A	63898.0
ENSG00000104613	INTS10	55174.0
ENSG00000104626	ERI1	90459.0
ENSG00000104635	SLC39A14	23516.0
ENSG00000104643	MTMR9	66036.0
ENSG00000104660	LEPROTL1	23484.0
ENSG00000104671	DCTN6	10671.0
ENSG00000104679	R3HCC1	203069.0
ENSG00000104687	GSR	2936.0
ENSG00000104689	TNFRSF10A	8797.0
ENSG00000104691	UBXN8	7993.0
ENSG00000104695	PPP2CB	5516.0
ENSG00000104714	ERICH1	157697.0
ENSG00000104722	NEFM	4741.0
ENSG00000104723	TUSC3	7991.0
ENSG00000104728	ARHGEF10	9639.0
ENSG00000104731	KLHDC4	54758.0
ENSG00000104738	MCM4	4173.0
ENSG00000104755	ADAM2	2515.0
ENSG00000104756	KCTD9	54793.0
ENSG00000104760	FGL1	2267.0
ENSG00000104763	ASAH1	427.0
ENSG00000104765	BNIP3L	665.0
ENSG00000104774	MAN2B1	4125.0
ENSG00000104783	KCNN4	3783.0
ENSG00000104804	TULP2	7288.0
ENSG00000104805	NUCB1	4924.0
ENSG00000104808	DHDH	27294.0
ENSG00000104812	GYS1	2997.0
ENSG00000104814	MAP4K1	11184.0
ENSG00000104823	ECH1	1891.0
ENSG00000104824	HNRNPL	3191.0
ENSG00000104825	NFKBIB	4793.0
ENSG00000104826	LHB	3972.0
ENSG00000104833	TUBB4A	10382.0
ENSG00000104835	SARS2	54938.0
ENSG00000104848	KCNA7	3743.0
ENSG00000104852	SNRNP70	6625.0
ENSG00000104853	CLPTM1	1209.0
ENSG00000104856	RELB	5971.0
ENSG00000104859	CLASRP	11129.0
ENSG00000104863	LIN7B	64130.0
ENSG00000104866	PPP1R37	284352.0
ENSG00000104870	FCGRT	2217.0
ENSG00000104872	PIH1D1	55011.0
ENSG00000104879	CKM	1158.0
ENSG00000104880	ARHGEF18	23370.0
ENSG00000104881	PPP1R13L	10848.0
ENSG00000104883	PEX11G	92960.0
ENSG00000104884	ERCC2	2068.0
ENSG00000104885	DOT1L	84444.0
ENSG00000104886	PLEKHJ1	55111.0
ENSG00000104888	SLC17A7	57030.0
ENSG00000104889	RNASEH2A	10535.0
ENSG00000104892	KLC3	147700.0
ENSG00000104894	CD37	951.0
ENSG00000104899	AMH	268.0
ENSG00000104901	DKKL1	27120.0
ENSG00000104903	LYL1	4066.0
ENSG00000104904	OAZ1	4946.0
ENSG00000104907	TRMT1	55621.0
ENSG00000104915	STX10	8677.0
ENSG00000104918	RETN	56729.0
ENSG00000104936	DMPK	1760.0
ENSG00000104938	CLEC4M	10332.0
ENSG00000104941	RSPH6A	81492.0
ENSG00000104946	TBC1D17	79735.0
ENSG00000104951	IL4I1	259307.0
ENSG00000104953	TLE6	79816.0
ENSG00000104957	YJU2B	81576.0
ENSG00000104960	PTOV1	53635.0
ENSG00000104964	TLE5	166.0
ENSG00000104967	NOVA2	4858.0
ENSG00000104969	SGTA	6449.0
ENSG00000104972	LILRB1	10859.0
ENSG00000104973	MED25	81857.0
ENSG00000104974	LILRA1	11024.0
ENSG00000104976	SNAPC2	6618.0
ENSG00000104979	C19orf53	28974.0
ENSG00000104980	TIMM44	10469.0
ENSG00000104983	CCDC61	729440.0
ENSG00000104998	IL27RA	9466.0
ENSG00000105011	ASF1B	55723.0
ENSG00000105048	TNNT1	7138.0
ENSG00000105053	VRK3	51231.0
ENSG00000105058	FAM32A	26017.0
ENSG00000105063	PPP6R1	22870.0
ENSG00000105072	C19orf44	84167.0
ENSG00000105085	MED26	9441.0
ENSG00000105088	OLFM2	93145.0
ENSG00000105122	RASAL3	64926.0
ENSG00000105127	AKAP8	10270.0
ENSG00000105131	EPHX3	79852.0
ENSG00000105135	ILVBL	10994.0
ENSG00000105136	ZNF419	79744.0
ENSG00000105137	SYDE1	85360.0
ENSG00000105141	CASP14	23581.0
ENSG00000105143	SLC1A6	6511.0
ENSG00000105146	AURKC	6795.0
ENSG00000105171	POP4	10775.0
ENSG00000105173	CCNE1	898.0
ENSG00000105176	URI1	8725.0
ENSG00000105185	PDCD5	9141.0
ENSG00000105186	ANKRD27	84079.0
ENSG00000105193	RPS16	6217.0
ENSG00000105197	TIMM50	92609.0
ENSG00000105202	FBL	2091.0
ENSG00000105204	DYRK1B	9149.0
ENSG00000105219	CCNP	79935.0
ENSG00000105220	GPI	2821.0
ENSG00000105221	AKT2	208.0
ENSG00000105223	PLD3	23646.0
ENSG00000105227	PRX	57716.0
ENSG00000105229	PIAS4	51588.0
ENSG00000105245	NUMBL	9253.0
ENSG00000105246	EBI3	10148.0
ENSG00000105248	YJU2	55702.0
ENSG00000105251	SHD	56961.0
ENSG00000105254	TBCB	1155.0
ENSG00000105255	FSD1	79187.0
ENSG00000105258	POLR2I	5438.0
ENSG00000105261	OVOL3	728361.0
ENSG00000105270	CLIP3	25999.0
ENSG00000105281	SLC1A5	6510.0
ENSG00000105287	PRKD2	25865.0
ENSG00000105289	TJP3	27134.0
ENSG00000105290	APLP1	333.0
ENSG00000105298	CACTIN	58509.0
ENSG00000105321	CCDC9	26093.0
ENSG00000105323	HNRNPUL1	11100.0
ENSG00000105325	FZR1	51343.0
ENSG00000105327	BBC3	27113.0
ENSG00000105329	TGFB1	7040.0
ENSG00000105339	DENND3	22898.0
ENSG00000105341	DMAC2	55101.0
ENSG00000105352	CEACAM4	1089.0
ENSG00000105355	PLIN3	10226.0
ENSG00000105357	MYH14	79784.0
ENSG00000105364	MRPL4	51073.0
ENSG00000105366	SIGLEC8	27181.0
ENSG00000105369	CD79A	973.0
ENSG00000105370	LIM2	3982.0
ENSG00000105371	ICAM4	3386.0
ENSG00000105372	RPS19	6223.0
ENSG00000105373	NOP53	29997.0
ENSG00000105374	NKG7	4818.0
ENSG00000105376	ICAM5	7087.0
ENSG00000105379	ETFB	2109.0
ENSG00000105383	CD33	945.0
ENSG00000105388	CEACAM5	1048.0
ENSG00000105392	CRX	1406.0
ENSG00000105393	BABAM1	29086.0
ENSG00000105397	TYK2	7297.0
ENSG00000105401	CDC37	11140.0
ENSG00000105402	NAPA	8775.0
ENSG00000105404	RABAC1	10567.0
ENSG00000105409	ATP1A3	478.0
ENSG00000105419	MEIS3	56917.0
ENSG00000105426	PTPRS	5802.0
ENSG00000105427	CNFN	84518.0
ENSG00000105429	MEGF8	1954.0
ENSG00000105438	KDELR1	10945.0
ENSG00000105443	CYTH2	9266.0
ENSG00000105447	GRWD1	83743.0
ENSG00000105464	GRIN2D	2906.0
ENSG00000105467	SYNGR4	23546.0
ENSG00000105472	CLEC11A	6320.0
ENSG00000105479	ODAD1	93233.0
ENSG00000105483	CARD8	22900.0
ENSG00000105486	LIG1	3978.0
ENSG00000105492	SIGLEC6	946.0
ENSG00000105497	ZNF175	7728.0
ENSG00000105501	SIGLEC5	
ENSG00000105507	CABP5	56344.0
ENSG00000105509	HAS1	3036.0
ENSG00000105514	RAB3D	9545.0
ENSG00000105516	DBP	1628.0
ENSG00000105518	TMEM205	374882.0
ENSG00000105519	CAPS	828.0
ENSG00000105520	PLPPR2	64748.0
ENSG00000105523	FAM83E	54854.0
ENSG00000105538	RASIP1	54922.0
ENSG00000105549	SPMAP2	51298.0
ENSG00000105550	FGF21	26291.0
ENSG00000105552	BCAT2	587.0
ENSG00000105556	MIER2	54531.0
ENSG00000105559	PLEKHA4	57664.0
ENSG00000105568	PPP2R1A	5518.0
ENSG00000105576	TNPO2	30000.0
ENSG00000105583	WDR83OS	51398.0
ENSG00000105605	CACNG7	59284.0
ENSG00000105607	GCDH	2639.0
ENSG00000105609	LILRB5	10990.0
ENSG00000105610	KLF1	10661.0
ENSG00000105612	DNASE2	1777.0
ENSG00000105613	MAST1	22983.0
ENSG00000105617	LENG1	79165.0
ENSG00000105618	PRPF31	26121.0
ENSG00000105619	TFPT	29844.0
ENSG00000105639	JAK3	3718.0
ENSG00000105640	RPL18A	6142.0
ENSG00000105641	SLC5A5	6528.0
ENSG00000105642	KCNN1	3780.0
ENSG00000105643	ARRDC2	27106.0
ENSG00000105647	PIK3R2	5296.0
ENSG00000105649	RAB3A	5864.0
ENSG00000105650	PDE4C	5143.0
ENSG00000105655	ISYNA1	51477.0
ENSG00000105656	ELL	8178.0
ENSG00000105662	CRTC1	23373.0
ENSG00000105664	COMP	1311.0
ENSG00000105668	UPK1A	11045.0
ENSG00000105669	COPE	11316.0
ENSG00000105671	DDX49	54555.0
ENSG00000105672	ETV2	2116.0
ENSG00000105675	ATP4A	495.0
ENSG00000105676	ARMC6	93436.0
ENSG00000105677	TMEM147	10430.0
ENSG00000105679	GAPDHS	26330.0
ENSG00000105695	MAG	4099.0
ENSG00000105696	TMEM59L	25789.0
ENSG00000105697	HAMP	57817.0
ENSG00000105698	USF2	7392.0
ENSG00000105699	LSR	51599.0
ENSG00000105700	KXD1	79036.0
ENSG00000105701	FKBP8	23770.0
ENSG00000105705	SUGP1	57794.0
ENSG00000105707	HPN	3249.0
ENSG00000105711	SCN1B	6324.0
ENSG00000105722	ERF	2077.0
ENSG00000105723	GSK3A	2931.0
ENSG00000105726	ATP13A1	57130.0
ENSG00000105732	ZNF574	64763.0
ENSG00000105737	GRIK5	2901.0
ENSG00000105738	SIPA1L3	23094.0
ENSG00000105750	ZNF85	7639.0
ENSG00000105755	ETHE1	23474.0
ENSG00000105767	CADM4	199731.0
ENSG00000105771	SMG9	56006.0
ENSG00000105778	AVL9	23080.0
ENSG00000105784	RUNDC3B	154661.0
ENSG00000105792	CFAP69	79846.0
ENSG00000105793	GTPBP10	101927446.0
ENSG00000105808	RASA4	10156.0
ENSG00000105810	CDK6	1021.0
ENSG00000105819	PMPCB	9512.0
ENSG00000105821	DNAJC2	27000.0
ENSG00000105825	TFPI2	7980.0
ENSG00000105829	BET1	10282.0
ENSG00000105835	NAMPT	10135.0
ENSG00000105849	POLR1F	221830.0
ENSG00000105851	PIK3CG	5294.0
ENSG00000105852	PON3	5446.0
ENSG00000105854	PON2	5445.0
ENSG00000105855	ITGB8	3696.0
ENSG00000105856	HBP1	26959.0
ENSG00000105865	DUS4L	11062.0
ENSG00000105866	SP4	6671.0
ENSG00000105875	WDR91	29062.0
ENSG00000105877	DNAH11	8701.0
ENSG00000105879	CBLL1	79872.0
ENSG00000105880	DLX5	1749.0
ENSG00000105887	MTPN	136319.0
ENSG00000105889	STEAP1B	401312.0
ENSG00000105894	PTN	5764.0
ENSG00000105926	PALS2	51678.0
ENSG00000105928	GSDME	1687.0
ENSG00000105929	ATP6V0A4	50617.0
ENSG00000105939	ZC3HAV1	56829.0
ENSG00000105948	IFT56	79989.0
ENSG00000105953	OGDH	4967.0
ENSG00000105954	NPVF	64111.0
ENSG00000105963	ADAP1	11033.0
ENSG00000105967	TFEC	22797.0
ENSG00000105968	H2AZ2	94239.0
ENSG00000105971	CAV2	858.0
ENSG00000105974	CAV1	857.0
ENSG00000105976	MET	4233.0
ENSG00000105982	RNF32	140545.0
ENSG00000105983	LMBR1	64327.0
ENSG00000105989	WNT2	7472.0
ENSG00000105991	HOXA1	3198.0
ENSG00000105993	DNAJB6	10049.0
ENSG00000105996	HOXA2	3199.0
ENSG00000105997	HOXA3	3200.0
ENSG00000106003	LFNG	3955.0
ENSG00000106004	HOXA5	3202.0
ENSG00000106006	HOXA6	3203.0
ENSG00000106009	BRAT1	221927.0
ENSG00000106012	IQCE	23288.0
ENSG00000106018	VIPR2	7434.0
ENSG00000106025	TSPAN12	23554.0
ENSG00000106028	SSBP1	6742.0
ENSG00000106031	HOXA13	3209.0
ENSG00000106034	CPED1	79974.0
ENSG00000106038	EVX1	2128.0
ENSG00000106049	HIBADH	11112.0
ENSG00000106052	TAX1BP1	8887.0
ENSG00000106066	CPVL	54504.0
ENSG00000106069	CHN2	1124.0
ENSG00000106070	GRB10	2887.0
ENSG00000106077	ABHD11	83451.0
ENSG00000106078	COBL	23242.0
ENSG00000106080	FKBP14	55033.0
ENSG00000106086	PLEKHA8	84725.0
ENSG00000106089	STX1A	6804.0
ENSG00000106100	NOD1	10392.0
ENSG00000106105	GARS1	2617.0
ENSG00000106113	CRHR2	1395.0
ENSG00000106123	EPHB6	2051.0
ENSG00000106125	MINDY4	84182.0
ENSG00000106128	GHRHR	2692.0
ENSG00000106144	CASP2	835.0
ENSG00000106153	CHCHD2	51142.0
ENSG00000106178	CCL24	6369.0
ENSG00000106211	HSPB1	3315.0
ENSG00000106236	NPTX2	4885.0
ENSG00000106244	PDAP1	11333.0
ENSG00000106245	BUD31	8896.0
ENSG00000106246	PTCD1	26024.0
ENSG00000106258	CYP3A5	1577.0
ENSG00000106261	ZKSCAN1	7586.0
ENSG00000106263	EIF3B	8662.0
ENSG00000106266	SNX8	29886.0
ENSG00000106268	NUDT1	4521.0
ENSG00000106278	PTPRZ1	5803.0
ENSG00000106290	TAF6	6878.0
ENSG00000106299	WASL	8976.0
ENSG00000106302	HYAL4	23553.0
ENSG00000106304	SPAM1	6677.0
ENSG00000106305	AIMP2	7965.0
ENSG00000106327	TFR2	7036.0
ENSG00000106328	FSCN3	29999.0
ENSG00000106330	MOSPD3	64598.0
ENSG00000106331	PAX4	5078.0
ENSG00000106333	PCOLCE	5118.0
ENSG00000106336	FBXO24	26261.0
ENSG00000106341	PPP1R17	10842.0
ENSG00000106344	RBM28	55131.0
ENSG00000106346	USP42	84132.0
ENSG00000106348	IMPDH1	3614.0
ENSG00000106351	AGFG2	3268.0
ENSG00000106355	LSM5	23658.0
ENSG00000106366	SERPINE1	5054.0
ENSG00000106367	AP1S1	1174.0
ENSG00000106384	MOGAT3	346606.0
ENSG00000106392	C1GALT1	56913.0
ENSG00000106397	PLOD3	8985.0
ENSG00000106399	RPA3	6119.0
ENSG00000106400	ZNHIT1	10467.0
ENSG00000106404	CLDN15	24146.0
ENSG00000106410	NOBOX	135935.0
ENSG00000106415	GLCCI1	113263.0
ENSG00000106436	MYL10	93408.0
ENSG00000106443	PHF14	9678.0
ENSG00000106459	NRF1	4899.0
ENSG00000106460	TMEM106B	54664.0
ENSG00000106462	EZH2	2146.0
ENSG00000106477	CEP41	95681.0
ENSG00000106479	ZNF862	643641.0
ENSG00000106483	SFRP4	6424.0
ENSG00000106484	MEST	4232.0
ENSG00000106511	MEOX2	4223.0
ENSG00000106524	ANKMY2	57037.0
ENSG00000106526	ACTR3C	653857.0
ENSG00000106536	POU6F2	11281.0
ENSG00000106537	TSPAN13	27075.0
ENSG00000106538	RARRES2	5919.0
ENSG00000106541	AGR2	10551.0
ENSG00000106546	AHR	196.0
ENSG00000106554	CHCHD3	54927.0
ENSG00000106565	TMEM176B	28959.0
ENSG00000106571	GLI3	2737.0
ENSG00000106588	PSMA2	5683.0
ENSG00000106591	MRPL32	64983.0
ENSG00000106603	COA1	55744.0
ENSG00000106605	BLVRA	644.0
ENSG00000106608	URGCP	55665.0
ENSG00000106609	TMEM248	55069.0
ENSG00000106615	RHEB	6009.0
ENSG00000106617	PRKAG2	51422.0
ENSG00000106624	AEBP1	165.0
ENSG00000106628	POLD2	5425.0
ENSG00000106631	MYL7	58498.0
ENSG00000106633	GCK	2645.0
ENSG00000106635	BCL7B	9275.0
ENSG00000106636	YKT6	10652.0
ENSG00000106638	TBL2	26608.0
ENSG00000106648	GALNTL5	168391.0
ENSG00000106665	CLIP2	7461.0
ENSG00000106682	EIF4H	7458.0
ENSG00000106683	LIMK1	3984.0
ENSG00000106686	SPATA6L	55064.0
ENSG00000106688	SLC1A1	6505.0
ENSG00000106689	LHX2	9355.0
ENSG00000106692	FKTN	2218.0
ENSG00000106701	FSD1L	83856.0
ENSG00000106714	CNTNAP3	79937.0
ENSG00000106723	SPIN1	10927.0
ENSG00000106733	NMRK1	54981.0
ENSG00000106771	TMEM245	23731.0
ENSG00000106772	PRUNE2	158471.0
ENSG00000106780	MEGF9	1955.0
ENSG00000106785	TRIM14	9830.0
ENSG00000106789	CORO2A	7464.0
ENSG00000106799	TGFBR1	7046.0
ENSG00000106803	SEC61B	10952.0
ENSG00000106804	C5	727.0
ENSG00000106809	OGN	4969.0
ENSG00000106819	ASPN	54829.0
ENSG00000106823	ECM2	1842.0
ENSG00000106829	TLE4	7091.0
ENSG00000106852	LHX6	26468.0
ENSG00000106853	PTGR1	22949.0
ENSG00000106868	SUSD1	64420.0
ENSG00000106927	AMBP	259.0
ENSG00000106948	AKNA	80709.0
ENSG00000106952	TNFSF8	944.0
ENSG00000106976	DNM1	1759.0
ENSG00000106991	ENG	2022.0
ENSG00000106992	AK1	203.0
ENSG00000106993	CDC37L1	55664.0
ENSG00000107014	RLN2	6019.0
ENSG00000107018	RLN1	6013.0
ENSG00000107020	PLGRKT	55848.0
ENSG00000107021	TBC1D13	54662.0
ENSG00000107036	RIC1	57589.0
ENSG00000107077	KDM4C	23081.0
ENSG00000107099	DOCK8	81704.0
ENSG00000107104	KANK1	23189.0
ENSG00000107105	ELAVL2	1993.0
ENSG00000107130	NCS1	23413.0
ENSG00000107140	TESK1	7016.0
ENSG00000107147	KCNT1	57582.0
ENSG00000107159	CA9	768.0
ENSG00000107164	FUBP3	8939.0
ENSG00000107165	TYRP1	7306.0
ENSG00000107175	CREB3	10488.0
ENSG00000107185	RGP1	9827.0
ENSG00000107186	MPDZ	8777.0
ENSG00000107187	LHX3	8022.0
ENSG00000107201	RIGI	23586.0
ENSG00000107223	EDF1	8721.0
ENSG00000107242	PIP5K1B	8395.0
ENSG00000107249	GLIS3	169792.0
ENSG00000107262	BAG1	573.0
ENSG00000107263	RAPGEF1	2889.0
ENSG00000107281	NPDC1	56654.0
ENSG00000107282	APBA1	320.0
ENSG00000107290	SETX	23064.0
ENSG00000107295	SH3GL2	6456.0
ENSG00000107317	PTGDS	5730.0
ENSG00000107331	ABCA2	20.0
ENSG00000107338	SHB	6461.0
ENSG00000107341	UBE2R2	54926.0
ENSG00000107362	ABHD17B	51104.0
ENSG00000107371	EXOSC3	51010.0
ENSG00000107372	ZFAND5	7763.0
ENSG00000107404	DVL1	1855.0
ENSG00000107438	PDLIM1	9124.0
ENSG00000107443	CCNJ	54619.0
ENSG00000107447	DNTT	1791.0
ENSG00000107485	GATA3	2625.0
ENSG00000107518	ATRNL1	26033.0
ENSG00000107521	HPS1	3257.0
ENSG00000107537	PHYH	5264.0
ENSG00000107551	RASSF4	83937.0
ENSG00000107554	DNMBP	23268.0
ENSG00000107560	RAB11FIP2	22841.0
ENSG00000107562	CXCL12	6387.0
ENSG00000107566	ERLIN1	10613.0
ENSG00000107581	EIF3A	8661.0
ENSG00000107593	PKD2L1	9033.0
ENSG00000107611	CUBN	8029.0
ENSG00000107614	TRDMT1	1787.0
ENSG00000107625	DDX50	79009.0
ENSG00000107643	MAPK8	5599.0
ENSG00000107651	SEC23IP	11196.0
ENSG00000107669	ATE1	11101.0
ENSG00000107672	NSMCE4A	54780.0
ENSG00000107679	PLEKHA1	59338.0
ENSG00000107719	PALD1	27143.0
ENSG00000107731	UNC5B	219699.0
ENSG00000107736	CDH23	64072.0
ENSG00000107738	VSIR	64115.0
ENSG00000107742	SPOCK2	9806.0
ENSG00000107745	MICU1	10367.0
ENSG00000107758	PPP3CB	5532.0
ENSG00000107771	CCSER2	54462.0
ENSG00000107779	BMPR1A	657.0
ENSG00000107789	MINPP1	9562.0
ENSG00000107796	ACTA2	59.0
ENSG00000107798	LIPA	3988.0
ENSG00000107807	TLX1	3195.0
ENSG00000107815	TWNK	56652.0
ENSG00000107816	LZTS2	84445.0
ENSG00000107819	SFXN3	81855.0
ENSG00000107821	KAZALD1	81621.0
ENSG00000107829	FBXW4	6468.0
ENSG00000107831	FGF8	2253.0
ENSG00000107833	NPM3	10360.0
ENSG00000107854	TNKS2	80351.0
ENSG00000107859	PITX3	5309.0
ENSG00000107862	GBF1	8729.0
ENSG00000107863	ARHGAP21	57584.0
ENSG00000107864	CPEB3	22849.0
ENSG00000107872	FBXL15	79176.0
ENSG00000107874	CUEDC2	79004.0
ENSG00000107882	SUFU	51684.0
ENSG00000107890	ANKRD26	22852.0
ENSG00000107897	ACBD5	91452.0
ENSG00000107902	LHPP	64077.0
ENSG00000107929	LARP4B	23185.0
ENSG00000107937	GTPBP4	23560.0
ENSG00000107938	EDRF1	26098.0
ENSG00000107949	BCCIP	56647.0
ENSG00000107951	MTPAP	55149.0
ENSG00000107954	NEURL1	9148.0
ENSG00000107957	SH3PXD2A	9644.0
ENSG00000107959	PITRM1	10531.0
ENSG00000107960	STN1	79991.0
ENSG00000107968	MAP3K8	1326.0
ENSG00000107984	DKK1	22943.0
ENSG00000108001	EBF3	253738.0
ENSG00000108010	GLRX3	10539.0
ENSG00000108018	SORCS1	114815.0
ENSG00000108021	TASOR2	54906.0
ENSG00000108039	XPNPEP1	7511.0
ENSG00000108055	SMC3	9126.0
ENSG00000108061	SHOC2	8036.0
ENSG00000108064	TFAM	7019.0
ENSG00000108091	CCDC6	8030.0
ENSG00000108094	CUL2	8453.0
ENSG00000108100	CCNY	219771.0
ENSG00000108106	UBE2S	27338.0
ENSG00000108107	RPL28	6158.0
ENSG00000108175	ZMIZ1	57178.0
ENSG00000108176	DNAJC12	56521.0
ENSG00000108179	PPIF	10105.0
ENSG00000108187	PBLD	64081.0
ENSG00000108219	TSPAN14	81619.0
