ensembl	gene_name	entrez	protein	busco
ENSG00000118276	B4GALT6	9331.0	ENSP00000306459	103709at40674
ENSG00000133704	IPO8	10526.0	ENSP00000256079	23485at40674
ENSG00000099999	RNF215	200312.0	ENSP00000371800	143624at40674
ENSG00000186479	RGS7BP	401190.0	ENSP00000334851	163186at40674
ENSG00000196636	SDHAF3	57001.0	ENSP00000414066	206563at40674
ENSG00000164715	LMTK2	22853.0	ENSP00000297293	12677at40674
ENSG00000152669	CCNO	10309.0	ENSP00000282572	158873at40674
ENSG00000113494	PRLR	5618.0	ENSP00000482954	63439at40674
ENSG00000132793	LPIN3	64900.0	ENSP00000487971	43088at40674
ENSG00000186472	PCLO	27445.0	ENSP00000334319	1664at40674
ENSG00000157911	PEX10	5192.0	ENSP00000407922	165409at40674
ENSG00000147036	LANCL3	347404.0	ENSP00000367882	155832at40674
ENSG00000123179	EBPL	84650.0	ENSP00000242827	184380at40674
ENSG00000187024	PTRH1	138428.0	ENSP00000418661	191935at40674
ENSG00000019549	SNAI2	6591.0	ENSP00000020945	157624at40674
ENSG00000124177	CHD6	84181.0	ENSP00000362330	2441at40674
ENSG00000172167	MTBP	27085.0	ENSP00000303398	33214at40674
ENSG00000136110	CNMD	11061.0	ENSP00000367198	130438at40674
ENSG00000100604	CHGA	1113.0	ENSP00000216492	132358at40674
ENSG00000103175	WFDC1	58189.0	ENSP00000219454	182419at40674
ENSG00000143867	OSR1	130497.0	ENSP00000272223	154454at40674
ENSG00000142655	PEX14	5195.0	ENSP00000349016	158493at40674
ENSG00000160401	CFAP157	286207.0	ENSP00000362392	143639at40674
ENSG00000183655	KLHL25	64410.0	ENSP00000336800	60668at40674
ENSG00000167094	TTC16	158248.0	ENSP00000362386	49824at40674
ENSG00000122507	BBS9	27241.0	ENSP00000242067	31110at40674
ENSG00000084710	EFR3B	22979.0	ENSP00000384081	37235at40674
ENSG00000140948	ZCCHC14	23174.0	ENSP00000499622	43053at40674
ENSG00000156469	MTERF3	51001.0	ENSP00000287025	126077at40674
ENSG00000100605	ITPK1	3705.0	ENSP00000267615	104436at40674
ENSG00000160404	TOR2A	27433.0	ENSP00000362381	143279at40674
ENSG00000163512	AZI2	64343.0	ENSP00000419371	128942at40674
ENSG00000135686	KLHL36	79786.0	ENSP00000456743	57084at40674
ENSG00000136982	DSCC1	79075.0	ENSP00000322180	109385at40674
ENSG00000172172	MRPL13	28998.0	ENSP00000306548	183327at40674
ENSG00000152213	ARL11	115761.0	ENSP00000282026	189058at40674
ENSG00000136999	CCN3	4856.0	ENSP00000259526	127576at40674
ENSG00000005194	CIAPIN1	57019.0	ENSP00000377914	149544at40674
ENSG00000171532	NEUROD2	4761.0	ENSP00000306754	142199at40674
ENSG00000187772	LIN28B	389421.0	ENSP00000344401	164463at40674
ENSG00000134901	POGLUT2	79070.0	ENSP00000365172	76972at40674
ENSG00000215421	ZNF407	55628.0	ENSP00000299687	5214at40674
ENSG00000094804	CDC6	990.0	ENSP00000209728	90520at40674
ENSG00000101457	DNTTIP1	116092.0	ENSP00000361705	135493at40674
ENSG00000164841	TMEM74	157753.0	ENSP00000297459	175614at40674
ENSG00000148702	HABP2	3026.0	ENSP00000443283	66458at40674
ENSG00000156265	MAP3K7CL	56911.0	ENSP00000345777	201256at40674
ENSG00000126062	TMEM115	11070.0	ENSP00000266025	152076at40674
ENSG00000153485	LYSET	26175.0	ENSP00000388431	189511at40674
ENSG00000276628	LENG1	79165.0	ENSP00000477607	197584at40674
ENSG00000111911	HINT3	135114.0	ENSP00000229633	189355at40674
ENSG00000114349	GNAT1	2779.0	ENSP00000232461	120783at40674
ENSG00000034693	PEX3	8504.0	ENSP00000356563	114615at40674
ENSG00000012963	UBR7	55148.0	ENSP00000013070	106727at40674
ENSG00000186795	KCNK18	338567.0	ENSP00000334650	130289at40674
ENSG00000152495	CAMK4	814.0	ENSP00000282356	135784at40674
ENSG00000136807	CDK9	1025.0	ENSP00000362361	118706at40674
ENSG00000025156	HSF2	3298.0	ENSP00000357440	82513at40674
ENSG00000166889	PATL1	219988.0	ENSP00000300146	61590at40674
ENSG00000101546	RBFA	79863.0	ENSP00000305696	150966at40674
ENSG00000114378	HYAL1	3373.0	ENSP00000266031	124631at40674
ENSG00000128242	GAL3ST1	9514.0	ENSP00000343234	98726at40674
ENSG00000204624	DISP3	57540.0	ENSP00000294484	12912at40674
ENSG00000100601	ALKBH1	8846.0	ENSP00000216489	119114at40674
ENSG00000188153	COL4A5	1287.0	ENSP00000331902	76946at40674
ENSG00000136877	FPGS	2356.0	ENSP00000362344	76828at40674
ENSG00000105141	CASP14	23581.0	ENSP00000393417	176247at40674
ENSG00000101544	ADNP2	22850.0	ENSP00000262198	25579at40674
ENSG00000064490	RFXANK	8625.0	ENSP00000305071	161417at40674
ENSG00000161405	IKZF3	22806.0	ENSP00000344544	73740at40674
ENSG00000114388	NPRL2	10641.0	ENSP00000232501	106669at40674
ENSG00000140937	CDH11	1009.0	ENSP00000268603	35759at40674
ENSG00000165650	PDZD8	118987.0	ENSP00000334642	22039at40674
ENSG00000101557	USP14	9097.0	ENSP00000261601	88719at40674
ENSG00000005175	RPAP3	79657.0	ENSP00000005386	64909at40674
ENSG00000063761	ADCK1	57143.0	ENSP00000238561	77511at40674
ENSG00000146386	ABRACL	58527.0	ENSP00000356632	209669at40674
ENSG00000178295	GEN1	348654.0	ENSP00000318977	42078at40674
ENSG00000095970	TREM2	54209.0	ENSP00000362205	177980at40674
ENSG00000164258	NDUFS4	4724.0	ENSP00000296684	191726at40674
ENSG00000077147	TM9SF3	56889.0	ENSP00000360184	68771at40674
ENSG00000168612	ZSWIM1	90204.0	ENSP00000361601	108582at40674
ENSG00000124207	CSE1L	1434.0	ENSP00000262982	23983at40674
ENSG00000100029	PES1	23481.0	ENSP00000334612	94357at40674
ENSG00000151748	SAV1	60485.0	ENSP00000324729	107299at40674
ENSG00000177692	DNAJC28	54943.0	ENSP00000320303	143625at40674
ENSG00000160256	SLX9	85395.0	ENSP00000380926	204103at40674
ENSG00000171729	TMEM51	55092.0	ENSP00000365176	186879at40674
ENSG00000156509	FBXO43	286151.0	ENSP00000403293	79681at40674
ENSG00000011347	SYT7	9066.0	ENSP00000263846	84839at40674
ENSG00000157542	KCNJ6	3763.0	ENSP00000477437	100509at40674
ENSG00000083635	NUFIP1	26747.0	ENSP00000368459	143948at40674
ENSG00000140950	MEAK7	57707.0	ENSP00000343635	101282at40674
ENSG00000137575	SDCBP	6386.0	ENSP00000260130	140470at40674
ENSG00000168301	KCTD6	200845.0	ENSP00000347188	162320at40674
ENSG00000118961	LDAH	60526.0	ENSP00000237822	142818at40674
ENSG00000141642	ELAC1	55520.0	ENSP00000269466	115281at40674
ENSG00000037637	FBXO42	54455.0	ENSP00000364742	48203at40674
ENSG00000124214	STAU1	6780.0	ENSP00000360922	84066at40674
ENSG00000171307	ZDHHC16	84287.0	ENSP00000359891	116562at40674
ENSG00000159423	ALDH4A1	8659.0	ENSP00000290597	63959at40674
ENSG00000103091	WDR59	79726.0	ENSP00000262144	21298at40674
ENSG00000101574	METTL4	64863.0	ENSP00000458290	90741at40674
ENSG00000188342	GTF2F2	2963.0	ENSP00000340823	158911at40674
ENSG00000175426	PCSK1	5122.0	ENSP00000308024	46961at40674
ENSG00000137845	ADAM10	102.0	ENSP00000260408	40575at40674
ENSG00000134594	RAB33A	9363.0	ENSP00000257017	159828at40674
ENSG00000180332	KCTD4	386618.0	ENSP00000368402	158163at40674
ENSG00000160746	ANO10	55129.0	ENSP00000292246	55870at40674
ENSG00000080986	NDC80	10403.0	ENSP00000261597	85497at40674
ENSG00000029363	BCLAF1	9774.0	ENSP00000435210	67592at40674
ENSG00000139610	CELA1	1990.0	ENSP00000293636	159085at40674
ENSG00000131969	ABHD12B	145447.0	ENSP00000336693	119743at40674
ENSG00000132031	MATN3	4148.0	ENSP00000383894	98535at40674
ENSG00000148942	SLC5A12	159963.0	ENSP00000379326	70147at40674
ENSG00000103248	MTHFSD	64779.0	ENSP00000489295	145100at40674
ENSG00000156709	AIFM1	9131.0	ENSP00000502669	60212at40674
ENSG00000101596	SMCHD1	23347.0	ENSP00000326603	4673at40674
ENSG00000157916	RER1	11079.0	ENSP00000464222	175094at40674
ENSG00000118960	HS1BP3	64342.0	ENSP00000305193	171409at40674
ENSG00000185972	CCIN	881.0	ENSP00000334996	61363at40674
ENSG00000174718	RESF1	55196.0	ENSP00000310338	29694at40674
ENSG00000171169	NAIF1	203245.0	ENSP00000362170	172204at40674
ENSG00000119689	DLST	1743.0	ENSP00000335304	109459at40674
ENSG00000129173	E2F8	79733.0	ENSP00000250024	42562at40674
ENSG00000119778	ATAD2B	54454.0	ENSP00000238789	12851at40674
ENSG00000259494	MRPL46	26589.0	ENSP00000312311	164651at40674
ENSG00000101187	SLCO4A1	28231.0	ENSP00000217159	56772at40674
ENSG00000132837	DMGDH	29958.0	ENSP00000255189	28948at40674
ENSG00000157881	PANK4	55229.0	ENSP00000367727	43531at40674
ENSG00000166377	ATP9B	374868.0	ENSP00000304500	19014at40674
ENSG00000099994	SUSD2	56241.0	ENSP00000351075	41201at40674
ENSG00000154237	LRRK1	79705.0	ENSP00000373600	4246at40674
ENSG00000171159	BBLN	79095.0	ENSP00000362085	212615at40674
ENSG00000157570	TSPAN18	90139.0	ENSP00000339820	188518at40674
ENSG00000100284	TOM1	10043.0	ENSP00000394466	90216at40674
ENSG00000152944	MED21	9412.0	ENSP00000282892	196019at40674
ENSG00000103257	SLC7A5	8140.0	ENSP00000261622	106330at40674
ENSG00000161395	PGAP3	93210.0	ENSP00000300658	154773at40674
ENSG00000068784	SRBD1	55133.0	ENSP00000263736	29710at40674
ENSG00000101189	MRGBP	55257.0	ENSP00000359518	202122at40674
ENSG00000167113	COQ4	51117.0	ENSP00000300452	167875at40674
ENSG00000060491	OGFR	11054.0	ENSP00000290291	83751at40674
ENSG00000173451	THAP2	83591.0	ENSP00000310796	175833at40674
ENSG00000164309	CMYA5	202333.0	ENSP00000394770	6799at40674
ENSG00000005981	ASB4	51666.0	ENSP00000321388	97299at40674
ENSG00000120899	PTK2B	2185.0	ENSP00000332816	22548at40674
ENSG00000118596	SLC16A7	9194.0	ENSP00000261187	116187at40674
ENSG00000104731	KLHDC4	54758.0	ENSP00000270583	103951at40674
ENSG00000198208	RPS6KL1	83694.0	ENSP00000346644	78574at40674
ENSG00000127993	RBM48	84060.0	ENSP00000265732	125906at40674
ENSG00000162949	CAPN13	92291.0	ENSP00000295055	47157at40674
ENSG00000048707	VPS13D	55187.0	ENSP00000478104	626at40674
ENSG00000067113	PLPP1	8611.0	ENSP00000264775	156953at40674
ENSG00000092758	COL9A3	1299.0	ENSP00000496793	170188at40674
ENSG00000165566	AMER2	219287.0	ENSP00000426528	140431at40674
ENSG00000171475	WIPF2	147179.0	ENSP00000320924	170197at40674
ENSG00000139505	MTMR6	9107.0	ENSP00000371221	56074at40674
ENSG00000127989	MTERF1	7978.0	ENSP00000384986	128939at40674
ENSG00000178093	TSSK6	83983.0	ENSP00000466056	145140at40674
ENSG00000168904	LRRC28	123355.0	ENSP00000304923	117221at40674
ENSG00000100427	MLC1	23209.0	ENSP00000310375	142193at40674
ENSG00000119630	PGF	5228.0	ENSP00000451040	201541at40674
ENSG00000088543	C3orf18	51161.0	ENSP00000349732	203333at40674
ENSG00000006128	TAC1	6863.0	ENSP00000289574	198318at40674
ENSG00000108599	AKAP10	11216.0	ENSP00000225737	58376at40674
ENSG00000175215	CTDSP2	10106.0	ENSP00000381148	145589at40674
ENSG00000120669	SOHLH2	54937.0	ENSP00000369210	115818at40674
ENSG00000078142	PIK3C3	5289.0	ENSP00000262039	29527at40674
ENSG00000292224	ASPN	54829.0	ENSP00000518167	113285at40674
ENSG00000105705	SUGP1	57794.0	ENSP00000247001	75295at40674
ENSG00000166896	ATP23	91419.0	ENSP00000300145	167288at40674
ENSG00000119718	EIF2B2	8892.0	ENSP00000266126	126899at40674
ENSG00000198000	NOL8	55035.0	ENSP00000401177	26944at40674
ENSG00000196900	SPMIP10	389320.0	ENSP00000349669	204193at40674
ENSG00000114383	TUSC2	11334.0	ENSP00000232496	208118at40674
ENSG00000058272	PPP1R12A	4659.0	ENSP00000261207	53476at40674
ENSG00000101190	TCFL5	10732.0	ENSP00000334294	132912at40674
ENSG00000164199	ADGRV1	84059.0	ENSP00000384582	100at40674
ENSG00000101191	DIDO1	11083.0	ENSP00000266070	6435at40674
ENSG00000128581	IFT22	64792.0	ENSP00000320359	182691at40674
ENSG00000276234	TADA2A	6871.0	ENSP00000477709	87884at40674
ENSG00000173473	SMARCC1	6599.0	ENSP00000254480	37188at40674
ENSG00000079134	THOC1	9984.0	ENSP00000261600	55850at40674
ENSG00000159618	ADGRG5	221188.0	ENSP00000290823	122013at40674
ENSG00000112414	ADGRG6	57211.0	ENSP00000356581	19229at40674
ENSG00000119640	ACYP1	97.0	ENSP00000450873	204417at40674
ENSG00000119703	ZC2HC1C	79696.0	ENSP00000435550	147917at40674
ENSG00000188916	INSYN2A	642938.0	ENSP00000429763	87124at40674
ENSG00000148950	IMMP1L	196294.0	ENSP00000278200	187248at40674
ENSG00000170348	TMED10	10972.0	ENSP00000303145	178681at40674
ENSG00000101220	ADISSP	54976.0	ENSP00000369097	184625at40674
ENSG00000100056	ESS2	8220.0	ENSP00000252137	88238at40674
ENSG00000120008	WDR11	55717.0	ENSP00000263461	15083at40674
ENSG00000131771	PPP1R1B	84152.0	ENSP00000254079	197733at40674
ENSG00000128923	MINDY2	54629.0	ENSP00000393231	106658at40674
ENSG00000171657	GPR82	27197.0	ENSP00000303549	159428at40674
ENSG00000105122	RASAL3	64926.0	ENSP00000341905	34086at40674
ENSG00000176971	FIBIN	387758.0	ENSP00000321962	169313at40674
ENSG00000110107	PRPF19	27339.0	ENSP00000227524	72346at40674
ENSG00000101222	SPEF1	25876.0	ENSP00000369080	163291at40674
ENSG00000127980	PEX1	5189.0	ENSP00000248633	18716at40674
ENSG00000102738	MRPS31	10240.0	ENSP00000315397	161879at40674
ENSG00000125817	CENPB	1059.0	ENSP00000369075	98496at40674
ENSG00000125843	AP5S1	55317.0	ENSP00000246041	192552at40674
ENSG00000088888	MAVS	57506.0	ENSP00000401980	126813at40674
ENSG00000155097	ATP6V1C1	528.0	ENSP00000379203	111532at40674
ENSG00000242689	CNTF	1270.0	ENSP00000355370	177194at40674
ENSG00000105072	C19orf44	84167.0	ENSP00000221671	94637at40674
ENSG00000169519	METTL15	196074.0	ENSP00000384369	129526at40674
ENSG00000102804	TSC22D1	8848.0	ENSP00000397435	110417at40674
ENSG00000103995	CEP152	22995.0	ENSP00000370337	15224at40674
ENSG00000088367	EPB41L1	2036.0	ENSP00000489867	37972at40674
ENSG00000180758	GPR157	80045.0	ENSP00000366628	149809at40674
ENSG00000102794	ACOD1	730249.0	ENSP00000366682	107077at40674
ENSG00000147155	EBP	10682.0	ENSP00000417052	159986at40674
ENSG00000184677	ZBTB40	9923.0	ENSP00000364798	24775at40674
ENSG00000139626	ITGB7	3695.0	ENSP00000267082	36580at40674
ENSG00000171954	CYP4F22	126410.0	ENSP00000269703	80747at40674
ENSG00000176697	BDNF	627.0	ENSP00000320002	158328at40674
ENSG00000172461	FUT9	10690.0	ENSP00000302599	111652at40674
ENSG00000102048	ASB9	140462.0	ENSP00000369855	164877at40674
ENSG00000239900	ADSL	158.0	ENSP00000489728	81949at40674
ENSG00000080166	DCT	1638.0	ENSP00000366227	75450at40674
ENSG00000011198	ABHD5	51099.0	ENSP00000495778	126014at40674
ENSG00000112175	BMP5	653.0	ENSP00000359866	94160at40674
ENSG00000165192	ASB11	140456.0	ENSP00000417914	129451at40674
ENSG00000141741	MIEN1	84299.0	ENSP00000377778	206442at40674
ENSG00000196177	ACADSB	36.0	ENSP00000357873	111264at40674
ENSG00000168143	FAM83B	222584.0	ENSP00000304078	35881at40674
ENSG00000006210	CX3CL1	6376.0	ENSP00000006053	161880at40674
ENSG00000179241	LDLRAD3	143458.0	ENSP00000318607	131209at40674
ENSG00000123500	COL10A1	1300.0	ENSP00000243222	153082at40674
ENSG00000131697	NPHP4	261734.0	ENSP00000367398	16613at40674
ENSG00000088451	TGDS	23483.0	ENSP00000261296	117727at40674
ENSG00000079931	MOXD1	26002.0	ENSP00000356940	72294at40674
ENSG00000108576	SLC6A4	6532.0	ENSP00000261707	54269at40674
ENSG00000166902	MRPL16	54948.0	ENSP00000300151	173060at40674
ENSG00000163935	SFMBT1	51460.0	ENSP00000378235	38519at40674
ENSG00000130307	USHBP1	83878.0	ENSP00000252597	125229at40674
ENSG00000165195	PIGA	5277.0	ENSP00000369820	82978at40674
ENSG00000152749	GPR180	160897.0	ENSP00000366157	105831at40674
ENSG00000112249	ASCC3	10973.0	ENSP00000358159	3389at40674
ENSG00000140876	NUDT7	283927.0	ENSP00000268533	175209at40674
ENSG00000108039	XPNPEP1	7511.0	ENSP00000421566	45602at40674
ENSG00000125285	SOX21	11166.0	ENSP00000366144	192123at40674
ENSG00000106809	OGN	4969.0	ENSP00000262551	165069at40674
ENSG00000104537	ANXA13	312.0	ENSP00000262219	137128at40674
ENSG00000132749	TESMIN	9633.0	ENSP00000255087	109876at40674
ENSG00000125257	ABCC4	10257.0	ENSP00000494609	15779at40674
ENSG00000157470	FAM81A	145773.0	ENSP00000288228	125671at40674
ENSG00000172403	SYNPO2	171024.0	ENSP00000306015	41166at40674
ENSG00000198554	WDHD1	11169.0	ENSP00000353793	24022at40674
ENSG00000139291	TMEM19	55266.0	ENSP00000266673	145534at40674
ENSG00000173227	SYT12	91683.0	ENSP00000377520	106732at40674
ENSG00000023287	RB1CC1	9821.0	ENSP00000396067	11066at40674
ENSG00000138039	LHCGR	3973.0	ENSP00000294954	50806at40674
ENSG00000085872	CHERP	10523.0	ENSP00000439856	63168at40674
ENSG00000165197	VEGFD	2277.0	ENSP00000297904	127932at40674
ENSG00000100218	RSPH14	27156.0	ENSP00000216036	142826at40674
ENSG00000073464	CLCN4	1183.0	ENSP00000370213	46456at40674
ENSG00000004766	VPS50	55610.0	ENSP00000307666	25379at40674
ENSG00000165115	KIF27	55582.0	ENSP00000297814	15982at40674
ENSG00000131043	AAR2	25980.0	ENSP00000313674	104522at40674
ENSG00000169550	MUC15	143662.0	ENSP00000416753	173808at40674
ENSG00000164099	PRSS12	8492.0	ENSP00000296498	44734at40674
ENSG00000168411	RFWD3	55159.0	ENSP00000354361	45496at40674
ENSG00000164400	CSF2	1437.0	ENSP00000296871	197652at40674
ENSG00000206538	VGLL3	389136.0	ENSP00000381436	154961at40674
ENSG00000188895	MSL1	339287.0	ENSP00000381543	96716at40674
ENSG00000021300	PLEKHB1	58473.0	ENSP00000381507	179927at40674
ENSG00000091157	WDR7	23335.0	ENSP00000350187	9577at40674
ENSG00000114480	GBE1	2632.0	ENSP00000419638	43297at40674
ENSG00000196476	C20orf96	140680.0	ENSP00000383128	137835at40674
ENSG00000165078	CPA6	57094.0	ENSP00000297770	92353at40674
ENSG00000055070	SZRD1	26099.0	ENSP00000418012	199979at40674
ENSG00000184254	ALDH1A3	220.0	ENSP00000332256	72600at40674
ENSG00000171126	KCNG3	170850.0	ENSP00000378424	170564at40674
ENSG00000125841	NRSN2	80023.0	ENSP00000371722	175620at40674
ENSG00000115380	EFEMP1	2202.0	ENSP00000347596	60788at40674
ENSG00000165118	QNG1	84267.0	ENSP00000365522	135104at40674
ENSG00000125875	TBC1D20	128637.0	ENSP00000346139	118668at40674
ENSG00000140873	ADAMTS18	170692.0	ENSP00000282849	15907at40674
ENSG00000160161	CILP2	148113.0	ENSP00000291495	17392at40674
ENSG00000164758	MED30	90390.0	ENSP00000297347	192692at40674
ENSG00000005059	MCUB	55013.0	ENSP00000378145	172744at40674
ENSG00000204138	PHACTR4	65979.0	ENSP00000362945	115266at40674
ENSG00000139926	FRMD6	122786.0	ENSP00000348550	68991at40674
ENSG00000167779	IGFBP6	3489.0	ENSP00000448953	180364at40674
ENSG00000121039	RDH10	157506.0	ENSP00000240285	128073at40674
ENSG00000103187	COTL1	23406.0	ENSP00000262428	194968at40674
ENSG00000164961	WASHC5	9897.0	ENSP00000318016	16882at40674
ENSG00000166716	ZNF592	9640.0	ENSP00000299927	22151at40674
ENSG00000105662	CRTC1	23373.0	ENSP00000345001	75165at40674
ENSG00000102978	POLR2C	5432.0	ENSP00000219252	158718at40674
ENSG00000109182	CWH43	80157.0	ENSP00000226432	55902at40674
ENSG00000100116	GCAT	23464.0	ENSP00000248924	113173at40674
ENSG00000177425	PAWR	5074.0	ENSP00000328088	166682at40674
ENSG00000170820	FSHR	2492.0	ENSP00000384708	53608at40674
ENSG00000118900	UBN1	29855.0	ENSP00000262376	42119at40674
ENSG00000165646	SLC18A2	6571.0	ENSP00000496339	86496at40674
ENSG00000166477	LEO1	123169.0	ENSP00000299601	90271at40674
ENSG00000100129	EIF3L	51386.0	ENSP00000485663	66283at40674
ENSG00000096093	EFHC1	114327.0	ENSP00000360107	54545at40674
ENSG00000113595	TRIM23	373.0	ENSP00000231524	61236at40674
ENSG00000139644	TMBIM6	7009.0	ENSP00000267115	187666at40674
ENSG00000138594	TMOD3	29766.0	ENSP00000308753	131727at40674
ENSG00000034677	RNF19A	25897.0	ENSP00000342667	55878at40674
ENSG00000157978	LDLRAP1	26119.0	ENSP00000363458	142748at40674
ENSG00000167487	KLHL26	55295.0	ENSP00000300976	61536at40674
ENSG00000187164	SHTN1	57698.0	ENSP00000260777	96835at40674
ENSG00000237289	CKMT1B	548596.0	ENSP00000300283	100136at40674
ENSG00000134874	DZIP1	22873.0	ENSP00000355018	80023at40674
ENSG00000127526	SLC35E1	79939.0	ENSP00000470652	120498at40674
ENSG00000141744	PNMT	5409.0	ENSP00000269582	153627at40674
ENSG00000158006	PAFAH2	5051.0	ENSP00000363400	106507at40674
ENSG00000242866	STRC	161497.0	ENSP00000401513	8610at40674
ENSG00000115421	PAPOLG	64895.0	ENSP00000238714	45833at40674
ENSG00000064545	TMEM161A	54929.0	ENSP00000162044	149213at40674
ENSG00000107175	CREB3	10488.0	ENSP00000342136	160348at40674
ENSG00000196581	AJAP1	55966.0	ENSP00000367432	128329at40674
ENSG00000119655	NPC2	10577.0	ENSP00000451206	169457at40674
ENSG00000107518	ATRNL1	26033.0	ENSP00000347152	11548at40674
ENSG00000102580	DNAJC3	5611.0	ENSP00000473631	91990at40674
ENSG00000070610	GBA2	57704.0	ENSP00000367343	29404at40674
ENSG00000169403	PTAFR	5724.0	ENSP00000301974	156018at40674
ENSG00000131746	TNS4	84951.0	ENSP00000254051	72775at40674
ENSG00000129596	CDO1	1036.0	ENSP00000250535	184980at40674
ENSG00000186895	FGF3	2248.0	ENSP00000334122	196047at40674
ENSG00000188910	GJB3	2707.0	ENSP00000362460	165208at40674
ENSG00000185825	BCAP31	10134.0	ENSP00000343458	188014at40674
ENSG00000172301	COPRS	55352.0	ENSP00000367901	185429at40674
ENSG00000100139	MICALL1	85377.0	ENSP00000215957	58189at40674
ENSG00000132199	ENOSF1	55556.0	ENSP00000497230	90410at40674
ENSG00000006715	VPS41	27072.0	ENSP00000309457	29737at40674
ENSG00000077514	POLD3	10714.0	ENSP00000263681	124061at40674
ENSG00000158161	EYA3	2140.0	ENSP00000362978	82802at40674
ENSG00000107185	RGP1	9827.0	ENSP00000367318	123879at40674
ENSG00000127564	PKMYT1	9088.0	ENSP00000458943	118330at40674
ENSG00000164109	MAD2L1	4085.0	ENSP00000296509	176851at40674
ENSG00000105676	ARMC6	93436.0	ENSP00000269932	118355at40674
ENSG00000100412	ACO2	50.0	ENSP00000216254	35343at40674
ENSG00000137098	SPAG8	26206.0	ENSP00000417462	171875at40674
ENSG00000131748	STARD3	10948.0	ENSP00000337446	114518at40674
ENSG00000154473	BUB3	9184.0	ENSP00000357851	118380at40674
ENSG00000186867	QRFPR	84109.0	ENSP00000377948	118642at40674
ENSG00000198846	TOX	9760.0	ENSP00000354842	88358at40674
ENSG00000137133	HINT2	84681.0	ENSP00000259667	195620at40674
ENSG00000179454	KLHL28	54813.0	ENSP00000379434	58626at40674
ENSG00000137103	TMEM8B	51754.0	ENSP00000493496	37942at40674
ENSG00000123191	ATP7B	540.0	ENSP00000242839	14420at40674
ENSG00000110934	BIN2	51411.0	ENSP00000483983	140437at40674
ENSG00000169570	DTWD2	285605.0	ENSP00000302892	158404at40674
ENSG00000128886	ELL3	80237.0	ENSP00000320346	165420at40674
ENSG00000001629	ANKIB1	54467.0	ENSP00000265742	19400at40674
ENSG00000047932	GOPC	57120.0	ENSP00000357484	101088at40674
ENSG00000162073	PAQR4	124222.0	ENSP00000321804	156273at40674
ENSG00000129595	EPB41L4A	64097.0	ENSP00000261486	56592at40674
ENSG00000204930	FAM221B	392307.0	ENSP00000415299	112817at40674
ENSG00000136319	TTC5	91875.0	ENSP00000258821	102607at40674
ENSG00000142627	EPHA2	1969.0	ENSP00000351209	24284at40674
ENSG00000206422	LRRC30	339291.0	ENSP00000372959	150444at40674
ENSG00000134775	FHOD3	80206.0	ENSP00000466937	23722at40674
ENSG00000105825	TFPI2	7980.0	ENSP00000222543	171966at40674
ENSG00000127325	BEST3	144453.0	ENSP00000332413	67867at40674
ENSG00000075290	WNT8B	7479.0	ENSP00000340677	129411at40674
ENSG00000213937	CLDN9	9080.0	ENSP00000398017	193766at40674
ENSG00000184697	CLDN6	9074.0	ENSP00000328674	186288at40674
ENSG00000265763	ZNF488	118738.0	ENSP00000462269	150961at40674
ENSG00000164659	ELAPOR2	222223.0	ENSP00000413445	21571at40674
ENSG00000137478	FCHSD2	9873.0	ENSP00000386987	48893at40674
ENSG00000163376	KBTBD8	84541.0	ENSP00000401878	64142at40674
ENSG00000131652	THOC6	79228.0	ENSP00000326531	133565at40674
ENSG00000182645	CCDC172	374355.0	ENSP00000329860	196525at40674
ENSG00000129566	TEP1	7011.0	ENSP00000262715	4418at40674
ENSG00000147676	MAL2	114569.0	ENSP00000479708	204214at40674
ENSG00000148908	RGS10	6001.0	ENSP00000376605	197282at40674
ENSG00000109270	LAMTOR3	8649.0	ENSP00000424183	198164at40674
ENSG00000176853	FAM91A1	157769.0	ENSP00000429491	34521at40674
ENSG00000180879	SSR4	6748.0	ENSP00000317331	191552at40674
ENSG00000113522	RAD50	10111.0	ENSP00000368100	16238at40674
ENSG00000185737	NRG3	10718.0	ENSP00000361214	60097at40674
ENSG00000109158	GABRA4	2557.0	ENSP00000264318	87455at40674
ENSG00000171055	FEZ2	9637.0	ENSP00000368547	137609at40674
ENSG00000141753	IGFBP4	3487.0	ENSP00000269593	161384at40674
ENSG00000168216	LMBRD1	55788.0	ENSP00000497690	104803at40674
ENSG00000151012	SLC7A11	23657.0	ENSP00000280612	82107at40674
ENSG00000177291	GJD4	219770.0	ENSP00000315070	128563at40674
ENSG00000182271	TMIGD1	388364.0	ENSP00000332404	162182at40674
ENSG00000148700	ADD3	120.0	ENSP00000348381	58171at40674
ENSG00000198910	L1CAM	3897.0	ENSP00000359077	12813at40674
ENSG00000155926	SLA	6503.0	ENSP00000337548	166997at40674
ENSG00000162069	BICDL2	146439.0	ENSP00000373998	171134at40674
ENSG00000249242	TMEM150C	441027.0	ENSP00000403438	173056at40674
ENSG00000080819	CPOX	1371.0	ENSP00000497326	105528at40674
ENSG00000130939	UBE4B	10277.0	ENSP00000253251	18021at40674
ENSG00000168309	FAM107A	11170.0	ENSP00000419124	191750at40674
ENSG00000188833	ENTPD8	377841.0	ENSP00000360561	105097at40674
ENSG00000166025	AMOTL1	154810.0	ENSP00000387739	51579at40674
ENSG00000134853	PDGFRA	5156.0	ENSP00000257290	22704at40674
ENSG00000166004	CEP295	85459.0	ENSP00000316681	4959at40674
