ensembl	gene_name	entrez	protein	busco
ENSG00000101247	NDUFAF5	79133.0	ENSP00000367346	253322at7742
ENSG00000004838	ZMYND10	51364.0	ENSP00000231749	248762at7742
ENSG00000059691	GATB	5188.0	ENSP00000263985	144352at7742
ENSG00000115464	USP34	9736.0	ENSP00000381577	2461at7742
ENSG00000092853	CLSPN	63967.0	ENSP00000251195	62115at7742
ENSG00000168438	CDC40	51362.0	ENSP00000357928	145683at7742
ENSG00000119125	GDA	9615.0	ENSP00000366185	183663at7742
ENSG00000284869	EEFSEC	60678.0	ENSP00000494933	146782at7742
ENSG00000124217	MOCS3	27304.0	ENSP00000244051	279455at7742
ENSG00000101343	CRNKL1	51340.0	ENSP00000440733	129979at7742
ENSG00000133773	CCDC59	29080.0	ENSP00000256151	372431at7742
ENSG00000213626	LBH	81606.0	ENSP00000378733	427644at7742
ENSG00000054967	RELT	84957.0	ENSP00000064780	310011at7742
ENSG00000106868	SUSD1	64420.0	ENSP00000347558	199410at7742
ENSG00000185985	SLITRK2	84631.0	ENSP00000334374	80914at7742
ENSG00000134697	GNL2	29889.0	ENSP00000362153	143627at7742
ENSG00000166575	TMEM135	65084.0	ENSP00000345513	211842at7742
ENSG00000138311	ZNF365	22891.0	ENSP00000378675	291239at7742
ENSG00000180592	SKIDA1	387640.0	ENSP00000410041	249120at7742
ENSG00000176142	TMEM39A	55254.0	ENSP00000326063	192368at7742
ENSG00000151929	BAG3	9531.0	ENSP00000358081	237620at7742
ENSG00000164283	ESM1	11082.0	ENSP00000370812	377323at7742
ENSG00000113845	TIMMDC1	51300.0	ENSP00000418803	305009at7742
ENSG00000112769	LAMA4	3910.0	ENSP00000374114	14102at7742
ENSG00000176095	IP6K1	9807.0	ENSP00000323780	202302at7742
ENSG00000115946	PNO1	56902.0	ENSP00000263657	354526at7742
ENSG00000163866	SMIM12	113444.0	ENSP00000428585	432892at7742
ENSG00000138035	PNPT1	87178.0	ENSP00000400646	82541at7742
ENSG00000263238	CTSO	1519.0	ENSP00000460395	253625at7742
ENSG00000107882	SUFU	51684.0	ENSP00000358918	196659at7742
ENSG00000162384	CZIB	54987.0	ENSP00000294360	400155at7742
ENSG00000164169	PRMT9	90826.0	ENSP00000314396	130549at7742
ENSG00000164219	PGGT1B	5229.0	ENSP00000404676	254455at7742
ENSG00000159069	FBXW5	54461.0	ENSP00000313034	132972at7742
ENSG00000197893	NRAP	4892.0	ENSP00000358367	12616at7742
ENSG00000165533	TTC8	123016.0	ENSP00000482721	167825at7742
ENSG00000144837	PLA1A	51365.0	ENSP00000273371	191412at7742
ENSG00000100038	TOP3B	8940.0	ENSP00000349705	58275at7742
ENSG00000011260	UTP18	51096.0	ENSP00000225298	189753at7742
ENSG00000276910	GTF2H2	728340.0	ENSP00000486014	219276at7742
ENSG00000277273	CDK7	1022.0	ENSP00000479116	262337at7742
ENSG00000276618	RAD17	5884.0	ENSP00000482371	134188at7742
ENSG00000082068	WDR70	55100.0	ENSP00000265107	120673at7742
ENSG00000101181	MTG2	26164.0	ENSP00000359859	253042at7742
ENSG00000136986	DERL1	79139.0	ENSP00000259512	324813at7742
ENSG00000172239	PAIP1	10605.0	ENSP00000302768	226799at7742
ENSG00000152147	GEMIN6	79833.0	ENSP00000281950	420868at7742
ENSG00000115239	ASB3	100302652.0	ENSP00000385137	151961at7742
ENSG00000176248	ANAPC2	29882.0	ENSP00000314004	97645at7742
ENSG00000066855	MTFR1	9650.0	ENSP00000262146	346436at7742
ENSG00000120539	MASTL	84930.0	ENSP00000365113	111128at7742
ENSG00000111581	NUP107	57122.0	ENSP00000229179	57918at7742
ENSG00000186231	KLHL32	114792.0	ENSP00000358265	119219at7742
ENSG00000100221	JOSD1	9929.0	ENSP00000216039	367334at7742
ENSG00000188986	NELFB	25920.0	ENSP00000339495	190356at7742
ENSG00000130540	SULT4A1	25830.0	ENSP00000332565	304588at7742
ENSG00000083123	BCKDHB	594.0	ENSP00000348880	265085at7742
ENSG00000124257	NEURL2	140825.0	ENSP00000361596	283060at7742
ENSG00000089048	ESF1	51575.0	ENSP00000202816	158068at7742
ENSG00000206530	CFAP44	55779.0	ENSP00000377428	23692at7742
ENSG00000000419	DPM1	8813.0	ENSP00000360638	341080at7742
ENSG00000275333	FAM120B	84498.0	ENSP00000477556	113847at7742
ENSG00000112379	ARFGEF3	57221.0	ENSP00000251691	7000at7742
ENSG00000127720	METTL25	84190.0	ENSP00000248306	293554at7742
ENSG00000124160	NCOA5	57727.0	ENSP00000290231	191192at7742
ENSG00000070061	ELP1	8518.0	ENSP00000501549	55709at7742
ENSG00000105176	URI1	8725.0	ENSP00000353817	303814at7742
ENSG00000119899	SLC17A5	26503.0	ENSP00000348019	195017at7742
ENSG00000144847	IGSF11	152404.0	ENSP00000406092	212765at7742
ENSG00000112290	WASF1	8936.0	ENSP00000376366	239772at7742
ENSG00000162396	PARS2	25973.0	ENSP00000360327	162265at7742
ENSG00000127990	SGCE	8910.0	ENSP00000494556	184707at7742
ENSG00000047249	ATP6V1H	51606.0	ENSP00000347359	162268at7742
ENSG00000117862	TXNDC12	51060.0	ENSP00000360688	396671at7742
ENSG00000163611	SPICE1	152185.0	ENSP00000295872	137681at7742
ENSG00000164117	FBXO8	26269.0	ENSP00000377280	262895at7742
ENSG00000243725	TTC4	7268.0	ENSP00000360329	242487at7742
ENSG00000131013	PPIL4	85313.0	ENSP00000253329	248028at7742
ENSG00000148690	FRA10AC1	118924.0	ENSP00000360488	330751at7742
ENSG00000198382	UVRAG	7405.0	ENSP00000348455	119040at7742
ENSG00000115364	MRPL19	9801.0	ENSP00000377486	337686at7742
ENSG00000156831	NSMCE2	286053.0	ENSP00000287437	356030at7742
ENSG00000159210	SNF8	11267.0	ENSP00000421380	358553at7742
ENSG00000168813	ZNF507	22847.0	ENSP00000312277	157162at7742
ENSG00000103174	NAGPA	51172.0	ENSP00000371381	221393at7742
ENSG00000149380	P4HA3	283208.0	ENSP00000332170	132010at7742
ENSG00000230293	MSH5	4439.0	ENSP00000388037	114807at7742
ENSG00000121152	NCAPH	23397.0	ENSP00000240423	134453at7742
ENSG00000187522	HSPA14	51182.0	ENSP00000367623	188041at7742
ENSG00000008018	PSMB1	5689.0	ENSP00000262193	345950at7742
ENSG00000146411	SLC2A12	154091.0	ENSP00000275230	169728at7742
ENSG00000197114	ZGPAT	84619.0	ENSP00000391176	218283at7742
ENSG00000113272	THG1L	54974.0	ENSP00000231198	286230at7742
ENSG00000235376	RPEL1	729020.0	ENSP00000476672	385039at7742
ENSG00000184465	WDR27	253769.0	ENSP00000416289	132224at7742
ENSG00000121578	B4GALT4	8702.0	ENSP00000420161	242369at7742
ENSG00000156374	PCGF6	84108.0	ENSP00000358862	297409at7742
ENSG00000156795	NTAQ1	55093.0	ENSP00000287387	384962at7742
ENSG00000147003	CLTRN	57393.0	ENSP00000369699	363574at7742
ENSG00000198265	HELZ	9931.0	ENSP00000351524	12491at7742
ENSG00000176273	SLC35G1	159371.0	ENSP00000360462	316777at7742
ENSG00000119328	ABITRAM	54942.0	ENSP00000363753	403632at7742
ENSG00000119326	CTNNAL1	8727.0	ENSP00000363723	88808at7742
ENSG00000173145	NOC3L	64318.0	ENSP00000360412	155435at7742
ENSG00000206268	NELFE	7936.0	ENSP00000372660	325935at7742
ENSG00000103316	CRYM	1428.0	ENSP00000440227	298137at7742
ENSG00000198498	TMA16	55319.0	ENSP00000425347	398379at7742
ENSG00000163870	TPRA1	131601.0	ENSP00000498161	276779at7742
ENSG00000162600	OMA1	115209.0	ENSP00000391941	171737at7742
ENSG00000215305	VPS16	64601.0	ENSP00000369810	63198at7742
ENSG00000119457	SLC46A2	57864.0	ENSP00000363345	264221at7742
ENSG00000166260	COX11	1353.0	ENSP00000459901	360409at7742
ENSG00000136867	SLC31A2	1318.0	ENSP00000259392	421575at7742
ENSG00000130024	PHF10	55274.0	ENSP00000355743	214728at7742
ENSG00000144848	ATG3	64422.0	ENSP00000283290	270182at7742
ENSG00000107968	MAP3K8	1326.0	ENSP00000443610	228525at7742
ENSG00000119953	SMNDC1	10285.0	ENSP00000358616	342923at7742
ENSG00000169087	HSPBAP1	79663.0	ENSP00000302562	154520at7742
ENSG00000138166	DUSP5	1847.0	ENSP00000358596	305085at7742
ENSG00000167216	KATNAL2	83473.0	ENSP00000245121	175798at7742
ENSG00000074935	TUBE1	51175.0	ENSP00000357651	181216at7742
ENSG00000107951	MTPAP	55149.0	ENSP00000263063	151078at7742
ENSG00000155858	LSM11	134353.0	ENSP00000286307	364320at7742
ENSG00000158435	CNOT11	55571.0	ENSP00000289382	287723at7742
ENSG00000135521	LTV1	84946.0	ENSP00000356548	319486at7742
ENSG00000169696	ASPSCR1	79058.0	ENSP00000306625	323828at7742
ENSG00000164694	FNDC1	84624.0	ENSP00000297267	24985at7742
ENSG00000100253	MIOX	55586.0	ENSP00000216075	303047at7742
ENSG00000198954	KIFBP	26128.0	ENSP00000490026	128709at7742
ENSG00000164118	CEP44	80817.0	ENSP00000423153	261602at7742
ENSG00000135972	MRPS9	64965.0	ENSP00000258455	243836at7742
ENSG00000148688	RPP30	10556.0	ENSP00000360768	336178at7742
ENSG00000061455	PRDM6	93166.0	ENSP00000384725	191875at7742
ENSG00000166845	C18orf54	162681.0	ENSP00000477654	206434at7742
ENSG00000164221	CCDC112	153733.0	ENSP00000368931	326687at7742
ENSG00000126261	UBA2	10054.0	ENSP00000246548	127587at7742
ENSG00000168556	ING2	3622.0	ENSP00000307183	334381at7742
ENSG00000071994	PDCD2	5134.0	ENSP00000439467	264124at7742
ENSG00000170819	BFSP2	8419.0	ENSP00000304987	260562at7742
ENSG00000137642	SORL1	6653.0	ENSP00000260197	5465at7742
ENSG00000112208	BAG2	9532.0	ENSP00000359727	401745at7742
ENSG00000112210	RAB23	51715.0	ENSP00000320413	357329at7742
ENSG00000154265	ABCA5	23461.0	ENSP00000376443	14788at7742
ENSG00000129696	TTI2	80185.0	ENSP00000353971	360487at7742
ENSG00000065485	PDIA5	10954.0	ENSP00000323313	183058at7742
ENSG00000116205	TCEANC2	127428.0	ENSP00000498109	403644at7742
ENSG00000113638	TTC33	23548.0	ENSP00000338533	385925at7742
ENSG00000164303	ENPP6	133121.0	ENSP00000296741	192276at7742
ENSG00000198841	KTI12	112970.0	ENSP00000360676	350211at7742
ENSG00000197748	CFAP43	80217.0	ENSP00000349568	50284at7742
ENSG00000182552	RWDD4	201965.0	ENSP00000388920	385758at7742
ENSG00000174564	IL20RB	53833.0	ENSP00000328133	290567at7742
ENSG00000155846	PPARGC1B	133522.0	ENSP00000353638	82622at7742
ENSG00000162607	USP1	7398.0	ENSP00000343526	122527at7742
ENSG00000109943	CRTAM	56253.0	ENSP00000227348	247622at7742
ENSG00000118496	FBXO30	84085.0	ENSP00000237281	77231at7742
ENSG00000028839	TBPL1	9519.0	ENSP00000478795	369618at7742
ENSG00000074695	LMAN1	3998.0	ENSP00000251047	199341at7742
ENSG00000274205	MAPK15	225689.0	ENSP00000483093	221780at7742
ENSG00000196968	FUT11	170384.0	ENSP00000361932	166657at7742
ENSG00000172586	CHCHD1	118487.0	ENSP00000361928	415272at7742
ENSG00000171766	GATM	2628.0	ENSP00000379895	216850at7742
ENSG00000214655	ZSWIM8	23053.0	ENSP00000474944	16061at7742
ENSG00000266967	AARSD1	80755.0	ENSP00000400870	236476at7742
ENSG00000068697	LAPTM4A	9741.0	ENSP00000175091	391345at7742
ENSG00000171763	AFG2B	79029.0	ENSP00000305494	93035at7742
ENSG00000203965	EFCAB7	84455.0	ENSP00000360129	144445at7742
ENSG00000125703	ATG4C	84938.0	ENSP00000322159	161007at7742
ENSG00000149557	FEZ1	105369550.0	ENSP00000497070	327404at7742
ENSG00000205643	CDPF1	150383.0	ENSP00000384451	413352at7742
ENSG00000162618	ADGRL4	64123.0	ENSP00000359778	115533at7742
ENSG00000292192	NSDHL	50814.0	ENSP00000517980	265605at7742
ENSG00000101868	POLA1	5422.0	ENSP00000368358	23675at7742
ENSG00000130935	NOL11	25926.0	ENSP00000253247	104791at7742
ENSG00000121621	KIF18A	81930.0	ENSP00000263181	62592at7742
ENSG00000114744	COMMD2	51122.0	ENSP00000419475	388019at7742
ENSG00000152240	HAUS1	115106.0	ENSP00000282058	350289at7742
ENSG00000109674	NEIL3	55247.0	ENSP00000264596	120479at7742
ENSG00000118482	PHF3	23469.0	ENSP00000262043	23457at7742
ENSG00000137941	TTLL7	79739.0	ENSP00000260505	68376at7742
ENSG00000198839	ZNF277	11179.0	ENSP00000354501	209386at7742
ENSG00000152223	EPG5	57724.0	ENSP00000512657	5018at7742
ENSG00000124789	NUP153	9972.0	ENSP00000262077	65634at7742
ENSG00000112984	KIF20A	10112.0	ENSP00000378356	102393at7742
ENSG00000120860	WASHC3	51019.0	ENSP00000240079	398107at7742
ENSG00000112238	PRDM13	59336.0	ENSP00000358217	162664at7742
ENSG00000145781	COMMD10	51397.0	ENSP00000274458	385469at7742
ENSG00000081800	SLC13A1	6561.0	ENSP00000194130	183360at7742
ENSG00000008197	TFAP2D	83741.0	ENSP00000008391	208931at7742
ENSG00000009765	IYD	389434.0	ENSP00000343763	304804at7742
ENSG00000162869	PPP1R21	129285.0	ENSP00000281394	103919at7742
ENSG00000124535	WRNIP1	56897.0	ENSP00000370150	151777at7742
ENSG00000117899	MESD	23184.0	ENSP00000482455	369368at7742
ENSG00000100348	TXN2	25828.0	ENSP00000216185	397671at7742
ENSG00000156206	CFAP161	161502.0	ENSP00000286732	316607at7742
ENSG00000134748	PRPF38A	84950.0	ENSP00000257181	368306at7742
ENSG00000100350	FOXRED2	80020.0	ENSP00000380401	95511at7742
ENSG00000142892	PIGK	10026.0	ENSP00000359848	222631at7742
ENSG00000196873	ZNG1C	644019.0	ENSP00000353295	245299at7742
ENSG00000031081	ARHGAP31	57514.0	ENSP00000264245	27595at7742
ENSG00000166226	CCT2	10576.0	ENSP00000299300	163089at7742
ENSG00000156521	TYSND1	219743.0	ENSP00000287078	241953at7742
ENSG00000100353	EIF3D	8664.0	ENSP00000216190	134048at7742
ENSG00000166189	HPS6	79803.0	ENSP00000299238	117635at7742
ENSG00000081791	DELE1	9812.0	ENSP00000396225	216982at7742
ENSG00000181610	MRPS23	51649.0	ENSP00000320184	402515at7742
ENSG00000188909	BSX	390259.0	ENSP00000344285	378093at7742
ENSG00000137274	BPHL	670.0	ENSP00000390472	344151at7742
ENSG00000154143	PANX3	116337.0	ENSP00000284288	213372at7742
ENSG00000135953	MFSD9	84804.0	ENSP00000258436	330054at7742
ENSG00000137561	TTPA	7274.0	ENSP00000260116	287059at7742
ENSG00000275723	NAPEPLD	222236.0	ENSP00000487770	218430at7742
ENSG00000120498	TEX11	56159.0	ENSP00000363453	54598at7742
ENSG00000185728	YTHDF3	253943.0	ENSP00000481497	239338at7742
ENSG00000107959	PITRM1	10531.0	ENSP00000224949	60142at7742
ENSG00000163541	SUCLG1	8802.0	ENSP00000377446	324664at7742
ENSG00000038002	AGA	175.0	ENSP00000264595	263652at7742
ENSG00000112304	ACOT13	55856.0	ENSP00000445552	416499at7742
ENSG00000145979	TBC1D7	107080638.0	ENSP00000475727	298043at7742
ENSG00000169857	AVEN	57099.0	ENSP00000306822	429826at7742
ENSG00000105171	POP4	10775.0	ENSP00000465213	380379at7742
ENSG00000106692	FKTN	2218.0	ENSP00000350687	184999at7742
ENSG00000144021	CIAO1	9391.0	ENSP00000418287	293860at7742
ENSG00000112425	EPM2A	7957.0	ENSP00000356489	276691at7742
ENSG00000109881	CCDC34	91057.0	ENSP00000330240	396312at7742
ENSG00000128789	PSMG2	56984.0	ENSP00000476763	359289at7742
ENSG00000104047	DTWD1	56986.0	ENSP00000385399	318320at7742
ENSG00000112367	FIG4	9896.0	ENSP00000501810	58280at7742
ENSG00000143891	GALM	130589.0	ENSP00000272252	255497at7742
ENSG00000147912	FBXO10	26267.0	ENSP00000403802	47275at7742
ENSG00000166797	CIAO2A	84191.0	ENSP00000300030	405778at7742
ENSG00000012504	NR1H4	9971.0	ENSP00000448506	229159at7742
ENSG00000165275	TRMT10B	158234.0	ENSP00000297994	295101at7742
ENSG00000164609	SLU7	10569.0	ENSP00000297151	149552at7742
ENSG00000278220	CLN8	2055.0	ENSP00000482713	299314at7742
ENSG00000101639	CEP192	55125.0	ENSP00000427550	11550at7742
ENSG00000131269	ABCB7	22.0	ENSP00000362492	113992at7742
ENSG00000107371	EXOSC3	51010.0	ENSP00000323046	349858at7742
ENSG00000100211	CBY1	25776.0	ENSP00000216029	429784at7742
ENSG00000168564	CDKN2AIP	55602.0	ENSP00000427108	276660at7742
ENSG00000128513	POT1	25913.0	ENSP00000350249	123872at7742
ENSG00000109084	TMEM97	27346.0	ENSP00000226230	392608at7742
ENSG00000100567	PSMA3	5684.0	ENSP00000216455	325307at7742
ENSG00000244045	TMEM199	147007.0	ENSP00000292114	394290at7742
ENSG00000116133	DHCR24	1718.0	ENSP00000360316	178275at7742
ENSG00000103671	TRIP4	9325.0	ENSP00000261884	215159at7742
ENSG00000168538	TRAPPC11	60684.0	ENSP00000335371	34483at7742
ENSG00000181938	GINS3	64785.0	ENSP00000401018	385740at7742
ENSG00000103227	LMF1	64788.0	ENSP00000262301	168697at7742
ENSG00000185231	MC2R	4158.0	ENSP00000333821	310175at7742
ENSG00000164603	BMT2	154743.0	ENSP00000297145	277226at7742
ENSG00000172680	MOS	4342.0	ENSP00000310722	262915at7742
ENSG00000136908	DPM2	8818.0	ENSP00000322181	432887at7742
ENSG00000170791	CHCHD7	79145.0	ENSP00000306425	433205at7742
ENSG00000071073	MGAT4A	11320.0	ENSP00000264968	140367at7742
ENSG00000067836	ROGDI	79641.0	ENSP00000322832	284498at7742
ENSG00000158122	PRXL2C	195827.0	ENSP00000398933	390810at7742
ENSG00000137709	POU2F3	25833.0	ENSP00000260264	278895at7742
ENSG00000174145	NWD2	57495.0	ENSP00000309501	11104at7742
ENSG00000123575	FAM199X	139231.0	ENSP00000417581	345746at7742
ENSG00000146842	TMEM209	84928.0	ENSP00000380747	189447at7742
ENSG00000119421	NDUFA8	4702.0	ENSP00000362873	384069at7742
ENSG00000137842	TMEM62	80021.0	ENSP00000260403	107391at7742
ENSG00000185681	MORN5	254956.0	ENSP00000362869	392048at7742
ENSG00000155666	KDM8	79831.0	ENSP00000286096	301292at7742
ENSG00000119446	RBM18	92400.0	ENSP00000409315	355430at7742
ENSG00000148187	MRRF	92399.0	ENSP00000343867	349482at7742
ENSG00000100578	KIAA0586	9786.0	ENSP00000346359	34549at7742
ENSG00000166946	CCNDBP1	23582.0	ENSP00000300213	360846at7742
ENSG00000146457	WTAP	9589.0	ENSP00000351141	288361at7742
ENSG00000149635	OCSTAMP	128506.0	ENSP00000279028	366345at7742
ENSG00000158296	SLC13A3	64849.0	ENSP00000290317	135248at7742
ENSG00000170448	NFXL1	152518.0	ENSP00000333113	86856at7742
ENSG00000155893	PXYLP1	92370.0	ENSP00000286353	214745at7742
ENSG00000100227	POLDIP3	84271.0	ENSP00000252115	207618at7742
ENSG00000120438	TCP1	6950.0	ENSP00000317334	133326at7742
ENSG00000139218	SCAF11	9169.0	ENSP00000358374	321789at7742
ENSG00000146918	NCAPG2	54892.0	ENSP00000348657	39294at7742
ENSG00000101892	ATP1B4	23439.0	ENSP00000218008	260364at7742
ENSG00000168806	LCMT2	9836.0	ENSP00000307214	95166at7742
ENSG00000112110	MRPL18	29074.0	ENSP00000356001	413027at7742
ENSG00000132386	SERPINF1	5176.0	ENSP00000254722	219710at7742
ENSG00000165338	HECTD2	143279.0	ENSP00000298068	83843at7742
ENSG00000125991	ERGIC3	51614.0	ENSP00000341358	220601at7742
ENSG00000124713	GNMT	107080644.0	ENSP00000361894	325223at7742
ENSG00000186532	SMYD4	114826.0	ENSP00000304360	223702at7742
ENSG00000164113	ADAD1	132612.0	ENSP00000296513	144578at7742
ENSG00000124587	PEX6	5190.0	ENSP00000303511	47023at7742
ENSG00000036549	ZZZ3	26009.0	ENSP00000359837	64807at7742
ENSG00000061987	MON2	23041.0	ENSP00000493462	16923at7742
ENSG00000132467	UTP3	57050.0	ENSP00000254803	313611at7742
ENSG00000163584	RPL22L1	200916.0	ENSP00000346080	420260at7742
ENSG00000090857	PDPR	128966601.0	ENSP00000288050	53548at7742
ENSG00000107937	GTPBP4	23560.0	ENSP00000354040	156112at7742
ENSG00000100325	ASCC2	84164.0	ENSP00000305502	107664at7742
ENSG00000104112	SCG3	29106.0	ENSP00000220478	231455at7742
ENSG00000125755	SYMPK	8189.0	ENSP00000245934	36859at7742
ENSG00000104447	TRPS1	7227.0	ENSP00000379065	57359at7742
ENSG00000100711	ZFYVE21	79038.0	ENSP00000216602	327515at7742
ENSG00000082515	MRPL22	29093.0	ENSP00000431040	387095at7742
ENSG00000197361	FBXL22	283807.0	ENSP00000492359	389517at7742
ENSG00000163655	GMPS	8833.0	ENSP00000419851	95741at7742
ENSG00000170917	NUDT6	11162.0	ENSP00000306070	388183at7742
ENSG00000106025	TSPAN12	23554.0	ENSP00000222747	301105at7742
ENSG00000144120	TMEM177	80775.0	ENSP00000385966	317712at7742
ENSG00000157693	TMEM268	203197.0	ENSP00000363161	277524at7742
ENSG00000095261	PSMD5	5711.0	ENSP00000210313	191130at7742
ENSG00000163581	SLC2A2	6514.0	ENSP00000323568	196554at7742
ENSG00000138617	PARP16	54956.0	ENSP00000261888	329979at7742
ENSG00000046647	GEMIN8	54960.0	ENSP00000505429	384054at7742
ENSG00000168522	FNTA	2339.0	ENSP00000303423	291229at7742
ENSG00000242028	HYPK	25764.0	ENSP00000384474	424147at7742
ENSG00000169860	P2RY1	5028.0	ENSP00000304767	241352at7742
ENSG00000121073	SLC35B1	10237.0	ENSP00000497423	280833at7742
ENSG00000112651	MRPL2	51069.0	ENSP00000373404	336615at7742
ENSG00000119401	TRIM32	22954.0	ENSP00000408292	101854at7742
ENSG00000137821	LRRC49	54839.0	ENSP00000439600	93566at7742
ENSG00000163626	COX18	285521.0	ENSP00000295890	375859at7742
ENSG00000185900	POMK	84197.0	ENSP00000502774	261091at7742
ENSG00000141577	CEP131	22994.0	ENSP00000363914	98179at7742
ENSG00000185339	TCN2	6948.0	ENSP00000394184	234786at7742
ENSG00000157353	FCSK	197258.0	ENSP00000288078	44800at7742
ENSG00000149474	KAT14	57325.0	ENSP00000503109	99014at7742
ENSG00000118579	MED28	80306.0	ENSP00000237380	421281at7742
ENSG00000047662	FAM184B	27146.0	ENSP00000265018	96327at7742
ENSG00000157800	SLC37A3	84255.0	ENSP00000397481	175755at7742
ENSG00000183111	ARHGEF37	389337.0	ENSP00000328083	131585at7742
ENSG00000181704	YIPF6	286451.0	ENSP00000401799	350970at7742
ENSG00000013503	POLR3B	55703.0	ENSP00000228347	28859at7742
ENSG00000198887	SMC5	23137.0	ENSP00000354957	96827at7742
ENSG00000109805	NCAPG	64151.0	ENSP00000251496	100655at7742
ENSG00000187957	DNER	92737.0	ENSP00000345229	81595at7742
ENSG00000171992	SYNPO	11346.0	ENSP00000377789	231143at7742
ENSG00000120725	SIL1	64374.0	ENSP00000378294	291801at7742
ENSG00000189091	SF3B3	23450.0	ENSP00000305790	25752at7742
ENSG00000162377	COA7	65260.0	ENSP00000360593	325542at7742
ENSG00000023909	GCLM	2730.0	ENSP00000359258	302555at7742
ENSG00000100099	HPS4	89781.0	ENSP00000381213	140098at7742
ENSG00000185504	FAAP100	80233.0	ENSP00000333283	60783at7742
ENSG00000198198	SZT2	23334.0	ENSP00000489255	2178at7742
ENSG00000174989	FBXW8	26259.0	ENSP00000498999	170750at7742
ENSG00000154803	FLCN	201163.0	ENSP00000285071	133153at7742
ENSG00000165417	GTF2A1	2957.0	ENSP00000452454	367008at7742
ENSG00000105053	VRK3	51231.0	ENSP00000324636	225241at7742
ENSG00000101442	ACTR5	79913.0	ENSP00000243903	139241at7742
ENSG00000130856	ZNF236	7776.0	ENSP00000322361	19085at7742
ENSG00000260230	FRRS1L	23732.0	ENSP00000477141	327776at7742
ENSG00000141030	COPS3	8533.0	ENSP00000268717	205589at7742
ENSG00000096872	IFT74	80173.0	ENSP00000389224	158698at7742
ENSG00000197771	MCMBP	79892.0	ENSP00000353098	123446at7742
ENSG00000048544	MRPS10	55173.0	ENSP00000053468	371106at7742
ENSG00000136026	CKAP4	10970.0	ENSP00000367265	373324at7742
ENSG00000102189	EEA1	8411.0	ENSP00000317955	41890at7742
ENSG00000100558	PLEK2	26499.0	ENSP00000216446	235319at7742
ENSG00000101203	COL20A1	57642.0	ENSP00000351767	21841at7742
ENSG00000130348	QRSL1	55278.0	ENSP00000358042	177937at7742
ENSG00000121022	COPS5	10987.0	ENSP00000350512	274709at7742
ENSG00000175893	ZDHHC21	340481.0	ENSP00000370303	308505at7742
ENSG00000165283	STOML2	30968.0	ENSP00000481672	268813at7742
ENSG00000119685	TTLL5	23093.0	ENSP00000298832	64479at7742
ENSG00000197498	RPF2	84154.0	ENSP00000402338	293761at7742
ENSG00000128915	ICE2	79664.0	ENSP00000261520	58866at7742
ENSG00000180011	PTGR3	284273.0	ENSP00000323678	342192at7742
ENSG00000029639	TFB1M	51106.0	ENSP00000356134	277109at7742
ENSG00000071243	ING3	54556.0	ENSP00000320566	309974at7742
ENSG00000101850	GPR143	4935.0	ENSP00000417161	317124at7742
ENSG00000124155	PIGT	51604.0	ENSP00000492094	105115at7742
ENSG00000139324	TMTC3	160418.0	ENSP00000266712	66867at7742
ENSG00000046651	OFD1	8481.0	ENSP00000344314	120085at7742
ENSG00000133935	ERG28	11161.0	ENSP00000256319	399669at7742
ENSG00000177156	TALDO1	6888.0	ENSP00000321259	275715at7742
ENSG00000171517	LPAR3	23566.0	ENSP00000395389	273941at7742
ENSG00000147133	TAF1	6872.0	ENSP00000507781	15604at7742
ENSG00000002745	WNT16	51384.0	ENSP00000355065	319402at7742
ENSG00000177225	GATD1	347862.0	ENSP00000321691	386039at7742
ENSG00000167740	CYB5D2	124936.0	ENSP00000458352	402833at7742
ENSG00000006530	AGK	55750.0	ENSP00000420776	259157at7742
ENSG00000119650	IFT43	112752.0	ENSP00000504736	380785at7742
ENSG00000054690	PLEKHH1	57475.0	ENSP00000330278	36274at7742
ENSG00000188596	CFAP54	144535.0	ENSP00000431759	2845at7742
ENSG00000213930	GALT	2592.0	ENSP00000368119	273954at7742
ENSG00000087263	OGFOD1	55239.0	ENSP00000457258	176317at7742
ENSG00000100564	PIGH	5283.0	ENSP00000453759	376893at7742
ENSG00000075188	NUP37	79023.0	ENSP00000448054	247398at7742
ENSG00000100568	VTI1B	10490.0	ENSP00000450731	356826at7742
ENSG00000089053	ANAPC5	51433.0	ENSP00000439875	80688at7742
ENSG00000123130	ACOT9	23597.0	ENSP00000368605	192799at7742
ENSG00000084092	NOA1	84273.0	ENSP00000264230	166600at7742
ENSG00000147955	SIGMAR1	10280.0	ENSP00000277010	404316at7742
ENSG00000100092	SH3BP1	23616.0	ENSP00000411979	212520at7742
ENSG00000255339			ENSP00000456832	404472at7742
ENSG00000261609	GAN	8139.0	ENSP00000497351	119120at7742
ENSG00000148308	GTF3C5	9328.0	ENSP00000361169	185697at7742
ENSG00000166135	HIF1AN	55662.0	ENSP00000299163	234920at7742
ENSG00000103148	NPRL3	8131.0	ENSP00000478273	176497at7742
ENSG00000136542	GALNT5	11227.0	ENSP00000259056	71963at7742
ENSG00000100554	ATP6V1D	51382.0	ENSP00000451167	366715at7742
ENSG00000273899	NOL12	79159.0	ENSP00000403059	437512at7742
ENSG00000184381	PLA2G6	8398.0	ENSP00000499712	67465at7742
ENSG00000107815	TWNK	56652.0	ENSP00000359248	91878at7742
ENSG00000153391	INO80C	125476.0	ENSP00000334473	362141at7742
